,rating,review
4242,4,Nice price this rangeREAD MORE
4243,5,Nice product 👌pannel is very dedicated picture and sound goodREAD MORE
4244,5,Best Clarity. Best Sound.Good connectivity.fully satisfiedREAD MORE
4245,5,Very good😊READ MORE
4246,5,Good thanksREAD MORE
4247,5,Product was good...READ MORE
4250,5,"This is my review after watching the TV for 3 months. The viewing experience is great and the sound is also great. But the sound quality is not like any home theatre, but for  TV, it is very good.I find some problem in this TV.  Sometime sound is not coming out during switch on, but after restarting again sound is coming.During watching YouTube, the app closed automatically and also there is some problem in opening some apps. May be due to software problem.The problems which I mentioned ar...READ MORE"
4251,5,EXCELLENT HD VIEWING EXPERIENCE....WOW TVREAD MORE
4252,5,It is a month past since we got this TV and it has been good and no complaints so for. The default apps are working fine. The features are working as advertised. Though a little too early but I guess it is worth the money.READ MORE
4253,5,Good tv under 40kREAD MORE
4254,5,"Excellent and elegant picture quality, that competes with other companies, good performance, clear picture, superb wide angle clarity etc compelled me to purchase this Thomson tv. Now I have real cinema hall  screen on my wall and all members are enjoying movies etc.READ MORE"
4257,5,Very good picture and soundREAD MORE
4258,5,So soo good.READ MORE
4259,5,It's good bang for your buck. I bought this as the second TV and does its job well 😊Smooth android experience which actually surprised me. All Apps work well.READ MORE
4261,5,"Review ,65 inch led tv as per uses:-1. Picture quality is excellent. 2. All viewing angels r good.3. Bezel less side looks more good4. Sound quality is good5. Connectivity & all others r realy goodAll over u can purchase the tv without any doubtREAD MORE"
4262,5,Installation was awesome. They came one day prior to the actual installation day. Explanation of demo was good.READ MORE
4265,4,Very good and excellent experienceREAD MORE
4266,5,Good One SatisfiedREAD MORE
4267,4,"Working well , value for moneyREAD MORE"
4268,5,it's very good tvREAD MORE
4269,4,Nice product.READ MORE
4270,5,Good product.Nice sound system. But only the problem is about the quality of picture . Sometimes the picture gets blur. Apart from that it is best value of money.READ MORE
4271,5,"French tech and made in India. Tv is an excellent masterpiece in all aspects of Display, sound, connectivity and more important value for money. Was thinking for Samsung as my existing Samsung 32” Lcd lasted almost 15 yrs trouble free but it was time for a change. The cost for same spec is almost double so opted for Thomson. Using it mainly as a smart tv and not faced any connectivity issues so far, it connects quickly as dth box, no lag. Overall a happy experience, hopefully it last long, fi...READ MORE"
4273,5,"Nice picture quality, sound and amazing view of big screenREAD MORE"
4274,5,IPS displayGood displayREAD MORE
4275,5,"Very good in price, features are also good,quality👍READ MORE"
4277,4,"Overall it is Best in Value, Good in Display and Average in Sound. But the BAD here is Connectivity i.e No default Casting available as others and when we use USB we must have to browse them through video player or file browser no option to choose input as USB. If they can able to fix this through any update that'll help improve user experience to highly satisfied.READ MORE"
4278,5,"Very good television at this budget, value for money, best picture quality, best sound, all rounder...READ MORE"
4281,5,"Very good product and good features also good picture, connectivity and remote functionsREAD MORE"
4282,5,Required better sound qualityREAD MORE
4283,5,Good wonderful experienceREAD MORE
4284,4,Writing this review after 3 months of use.   WiFi Connectivity is Superb  Prompt installation - installation service was excellent and within 2 days  Good picture quality and sound   Support 4k and it's very good.  Casting from Mobile and Laptop is very easy and works like a charm since it has an inbuilt Chromecast.  The interface is very friendly.Overall an amazing purchaseHappy with the purchase!READ MORE
4285,5,Good picture quality and sound system is very nice 10bit panel super with value for money goodREAD MORE
4286,5,"superb tv, thank you flipkart and thomson!! 1.picture quality is very nice 2. sound is average but ok3.connectivity is very superb4.price and delivery is very comfort!! 5.apps and tv working very smooth... My quote is below 30k budget 43 inch 4k tv no thinking go for it!!! thank you flipkart and thomson!!READ MORE"
4287,4,Very goodREAD MORE
4289,5,Worth for the money.. slim and simply good..READ MORE
4290,5,Satisfactory product.READ MORE
4291,5,Thomson is working fine  but while connecting with mobile when i switch on google meet it will run slow  i don't it is mobile problem or connectivity issueREAD MORE
4292,3,Nice picture quality and sound is excellent. UI is very responsive. Overall satisfied with my purchase.READ MORE
4293,5,Best one i purchased between 10 yearsREAD MORE
4294,5,Excellent product.READ MORE
4295,5,EXCELLENT PICTURE AND SOUND WITH EASY IN OPERATION. WIFI CONNECTIVITY AND TATA SKY CONNECTION IS GOOD.READ MORE
4296,5,No issues after a month of use. Good television to buy at this price. Excellent picture quality and sound and connectivity.READ MORE
4298,5,Value for money Good visionREAD MORE
4299,5,Product are not good don't buy it. The sensor getting problems after few day of this product and Thomson company are not provide service at a time. They are delay to delay time. If you buy you are getting problem. Go for branded companies.READ MORE
4300,5,"Nice THOMSON TV , picture quality nice, sound quality nice, connectivity nice...READ MORE"
4303,4,"While the product is good largely, the Google Assistant has not been working since day 1 which is a major put off considering this is a SMART TV!!READ MORE"
4304,5,Nice product but volumes low pic nice long display not clerREAD MORE
4305,4,Value for money. So far so good I am enjoying it.READ MORE
4306,4,Re reviewing it after using for 15 days....i bought the 75 inch led tv after comparing each model.....gr8 product....video quality 5/5....sound quality 3/5.....value for money 5/5READ MORE
4307,4,Very good sound quality and UHD4K  visionREAD MORE
4311,4,Ok type product as per its price but installation is definitely not good. Installation guys put my led little bit tilted on the the wall. Not happy at all with the installation.Can anyone please tell me how to configure Google assistant on this Thomson LED remote ?READ MORE
4312,5,Connectivity is worst... Elso every thing is good.READ MORE
4313,4,I just loved it... ultimate  picture quality  and soundREAD MORE
4314,5,Lot of connectivity issueREAD MORE
4315,5,"After watching TV, after 3 months it's look like a good budget tvREAD MORE"
4317,5,very good.READ MORE
4318,5,Nice 43 inch smart tv and expected resolution is much better. Good price range. Sound is good.READ MORE
4319,5,All is good except demo.READ MORE
4320,5,Overall it's awesome product.READ MORE
4321,4,i am fully satisfied with this productREAD MORE
4322,5,"Best picture quality, it's very good,  experience with the product is great, compare to other brands or models this is very good and in price too, I loved this from thomson. Installation guy came in day and assembled neatly. Thank you for the valuable and loveable product in a good price range.READ MORE"
4323,5,Excellent pic qualityREAD MORE
4324,5,Good buyREAD MORE
4325,4,"Good value for money, didn't expect this quality and performance while ordering this piece. Picture quality could've been better while watching normal channels (SD), i would recommend you to get a HD subscription to get the best out of this. Sound quality was great while using YouTube and other apps stuff.Connectivity is good as well in terms of both bluetooth and wifi . Seems like my TV (android part) performance has been degraded with usage but doesn't give you any problem while using it. ...READ MORE"
4326,5,Superb TV for given price.READ MORE
4327,5,"Thomson 50"" Is Best LED in this cost(Value for Money) Display & Sound Quality is Very 👍👍👍NicREAD MORE"
4328,5,excellentREAD MORE
4329,4,Sound and picture quality is good but ram is not sufficient for quick accessREAD MORE
4330,5,Display stopped working and only audio coming ..worst experienceREAD MORE
4331,5,Mind-blowing picture qualityREAD MORE
4332,5,Value for money and it's worth it i love this product and it's low budget but equal to higher qualityREAD MORE
4333,5,"Picture quality is somewhat ok, not  that much great in audio and pixel..but my advice is  don't play chief tricks for ratingREAD MORE"
4334,5,Outstanding performance and value for moneyREAD MORE
4335,5,Excellent quality but picture quality is not like Samsung or Sony UHDVALUE FOR MONEYREAD MORE
4336,5,TV is good for the budget and highly value for money.READ MORE
4337,5,good one.....thanqREAD MORE
4338,5,Good quality &  nice productREAD MORE
4340,5,Very Nice...But audio connecting options very difficult. It's ok worth able...READ MORE
4341,5,"Product is excellent with very reasonable price band. However, after sale service is little slow by the company and it has to be enhanced.READ MORE"
4342,5,Very nice bro keep tup moreREAD MORE
4343,5,The bestREAD MORE
4344,5,"very good product ,all ways superREAD MORE"
4345,3,Value for Money TelevisionREAD MORE
4346,5,This machine is heaven to me......READ MORE
4348,5,"At first lot of thanks to FLIPKART for their best services as the fact Flipkart delivered a faulty TV Set but as per replacement policy, Flipkart quick replace the TV set and delivered new one within 7 days & installation and demo on same date. I am very satisfied for these services. Once again thanks to Flipkart.After ten days review TV  Set 5/51) Excellent picture quality.2) its supports almost all formats.3) Excellent  sound  quality, Sound is great ...30 watt speakers gives solid outp...READ MORE"
4349,5,Best in the marketREAD MORE
4351,5,Nice TV. Medium budget Tv.READ MORE
4352,5,Extent picture clarityREAD MORE
4353,5,Avrage by Connectivity but goodREAD MORE
4354,5,Go for it don't hesitateREAD MORE
4355,4,I find it  good if you want to watch OTTs but when it comes to your AV channels / D2h etc ... Not that good ... News channel's moving text news at bottom is hard to read.... Sound quality is okay... Its good to go if u are looking a tv for Gaming or watching OTTs..READ MORE
4357,5,Don't buy this product after one year product complaint showsREAD MORE
4358,5,"Excellent, with latest features within competitive price.READ MORE"
4359,5,Recommended to buy and it is worth.READ MORE
4360,4,good value for money tvREAD MORE
4362,5,"Excellent product.. After long research i found this tv is worth purchasing. Picture, sound others all features are highly recommended. Small amount big benifit. 👍👍READ MORE"
4363,4,Picture clarity is exlent  and money value productREAD MORE
4364,5,Super excellent picture qualityREAD MORE
4367,5,Nice product. Value for the money paid.READ MORE
4369,5,Thomson best smart TVREAD MORE
4370,5,Very good quality.READ MORE
4371,5,"Very nice TV Just go for it, No other TV to compare in this price range.👌👍READ MORE"
4372,5,It's worth for the moneyREAD MORE
4373,5,Nice tv in this price segment. Sound quality also good. Storage could be 16 gb instead of 8gb.READ MORE
4376,5,Good tv but bleeding issueREAD MORE
4378,4,Excellent 4K TV. Picture quality is good. Connectivity is also smooth. Overall good TVREAD MORE
4379,5,"Its actually a value for money product,in this price range the picture quality is actually very good , comparing this to other company product,READ MORE"
4380,4,Great Image and sound at a affordable rateExtremely loved/enjoyed the product.Thanks for the awesome experienceREAD MORE
4381,5,best qualityREAD MORE
4382,4,The best that you can get in this price rangeREAD MORE
4384,5,Very good product 🤣🤣🤣🤣READ MORE
4386,4,Nice 👍👍👍READ MORE
4387,5,"It's very nice product. Good picture quality and sound quality .When we connected to Bluetooth headset (Jbl460 bt) or Chromecast with mobile, some times it's hanging.READ MORE"
4388,5,"Excellent quality, simple operating menu my family is very happy for the same. Best choice to buy LED TV.READ MORE"
4389,5,Product is good and came with intact.READ MORE
4390,5,It's a worth of money with all the latest features at the low price. 😊READ MORE
4391,5,In this price value for moneyREAD MORE
4392,4,I love it and rcommend it.READ MORE
4393,5,Picture quality is excellent 👍READ MORE
4394,5,Worth the moneyREAD MORE
4395,5,Nice one in the price rangeREAD MORE
4396,5,"Nice, good led tv.google home connectivity slow.READ MORE"
4398,5,"Better product, excellent 4k tv in this price .READ MORE"
4399,5,"Excellent buy.....no doubt, It s absolutely value 4 moneyREAD MORE"
4400,5,Picture quality is too good but improvement is required in audio .. We need to arrange sound system seperately..READ MORE
4402,5,Nice tv.good picture quality..but sound quality is ok....one can not expect best sound...READ MORE
4403,5,"We feel good product and worth for the cost ,READ MORE"
4404,4,Fantastic tvREAD MORE
4405,5,"Amazing experience while watching on this TV, value of money 💰READ MORE"
4406,5,Total value for money. Loved itREAD MORE
4407,5,Super 👍READ MORE
4408,5,ExecellantREAD MORE
4409,5,Very good and nice TVREAD MORE
4410,5,"TV is good but screen mirroring and pen drive connection is not good,READ MORE"
4412,3,All things are best....but sound quality should be improved.READ MORE
4413,5,A very good option and a great value for Money.. Affordable technology.READ MORE
4414,5,Tv is worth for the cost. The clarity and the features are really niceREAD MORE
4415,4,NICE ONEREAD MORE
4416,3,Picture quality is awesome and sound is great.READ MORE
4417,5,Good picture quality and sound quality. Bought 3 weeks back. No issues as of now. Easy to switch between AV and youtube/prime/Hotstar etc. Hotkeys in remote are so helpful for elders. Haven't tried USB ports yet.READ MORE
4418,5,Value for money TV best viewing experience and sound is 4out of 5 that's the only drawback. Its v good at the price range writing this review after almost 1 monthREAD MORE
4419,5,Best in this price...READ MORE
4420,5,Based on the price it's very good tv. Superb picture quality and 30wt volume is extradinory. I really happy and thank you Flipkart time to delivery and also thank you to installation person at time to install.READ MORE
4422,5,Great television....I loved itREAD MORE
4423,5,Go for it without any doubt..READ MORE
4424,5,Awesome purchaseREAD MORE
4425,5,Bluetooth connectivity is not working properly.very bad experience with bluetooth.other than that everything is goodREAD MORE
4426,4,Audio serch is not working but picture clarity is gud sound is ok ok...need some changes in productionREAD MORE
4427,5,"BEst 4k tv under 30,000READ MORE"
4430,5,Worst tv lot scratches and damage in condition at the time of installation and also not playing 4k videos properly it's get shaking getting stuck-up frequently very bad not worth for money..READ MORE
4431,5,Good price and productREAD MORE
4432,4,It’s goodREAD MORE
4433,5,"Nice television. , This is my first Android TV  purchased after a long research ❤️❤️❤️READ MORE"
4434,5,Value for money....nice sound quality nice connectivity and well picture quality...READ MORE
4435,5,Poor quality. Very thin glass. You can not even wipe out dust as it might crack the glass.READ MORE
4436,5,Thanks to company as well as flipkart for better supportREAD MORE
4437,5,Great product. The picture quality is excellent. The sound quality is good but it can be made better. The delivery and installation is excellent. A little disappointment is that it is having single band Wi-Fi. Overall very much satisfied with the product.READ MORE
4438,5,I have been exploring a 65inches screen for a quiet sometime.. but this particular product stands out definitely primarily due to the pricing as this comes almost 20-25% lesser than the available market options. The connectivity is awesome and the picture quality too is good. However sound wise there can be some work done. Overall a great big screen worth every penny.READ MORE
4439,5,Really loving this.. really great size in this price.. definitely recommend this product without a doubt..READ MORE
4440,5,"Every thing ok, but picture looking little black...READ MORE"
4442,5,"Superb Quality of picture and the Dolby Sound clarity is awesome. When I bought, The offer Price is 33,041. Worthy Purchase.READ MORE"
4443,5,Very good product sound and clarity nice I really enjoyed alot thomsonREAD MORE
4444,5,Good led tv on this price almost all features good.thank flipkart.but when I watching YouTube some times suddenly it came error and some times automatically wifi was off. only this two problem is there. Please give me solution.READ MORE
4445,5,Wonderful superb LEDREAD MORE
4446,5,Superb .... value for MoneyREAD MORE
4447,4,Nice tv.. value of money..READ MORE
4448,5,Wonderful TV. Happy with the purchase. App response is good. Easy to use.READ MORE
4451,4,"Color is perfect. Handling is also good. But the main thing audio, is very bad. I am giving this review after 14 months of use. iFalcon TVs are very good as compared to this.READ MORE"
4452,5,"We bought this tv (50 inch one)in flipkart tv sale, along with additional warranty of 3 years it costed for 31698 to be precise.After using it for more than a week I'll definitely say, this is good deal, nice picture quality, the colors produced are really good. Have tested it with 720p and 1080p content only as of now but the results are really good.Will update further with a 4k content trial.On connectivity side, have used the built in Chromecast, which works like charm and very easy to ...READ MORE"
4453,5,Nice tv good workingREAD MORE
4454,5,Value for maney.... Good buyREAD MORE
4455,5,Womderful product at a great price value!READ MORE
4456,3,"Wonderful purchase @29375/- for this 50"" Ultra HD(4k) LED TV. Superb picture & sound quality. Thanks a lot to flipkart for this offer.READ MORE"
4457,5,"Value for money, need to improve backlighting, very low back lightsREAD MORE"
4458,5,Superb sound and screen qualityREAD MORE
4459,5,Nicw picture and soundREAD MORE
4460,4,Osm TV GO FOR IT.....best in this price...make sure buy with Flipkart extended warrantyREAD MORE
4461,5,Superb buy at this price.. thanks to flipkartREAD MORE
4462,5,Excellent product by ThomsonREAD MORE
4463,5,I am sharing my personal experience after 1 year...you can go it this product...but only one problem this product have a HDMI ARC PORT.. otherwise good...Thanks FlipkartREAD MORE
4464,4,Installation. Good but Demo was not good the technician not giveen information properly and he very argent to go another place .READ MORE
4465,5,Exillent sound and video quality in price segment.READ MORE
4466,4,Best tvREAD MORE
4467,5,Nice fast installation super involvement.READ MORE
4468,5,Excellent very good result value of money.READ MORE
4469,5,Nice good quality picture is good also soundREAD MORE
4470,4,"First, I received a cracked TV on 30 Dec 2020 which went for replacement & I received the replaced TV on 09 JAN 2021... The delivery speed is very slow but the I am pleased that the replacement TV arrived on time and was not damaged this time...The picture quality is crystal clear & the Dolby Sound is awesome.... My niece, kids loved the sound & picture as I got it TV installed on her birthday on 09 JAN 2021...READ MORE"
4471,5,"It's been 5days I am using the TV, it's awesome exp. With great picture quality and sound.. Very economic, quality made in India product.READ MORE"
4472,5,Good product by thomson thank you flipcartREAD MORE
4474,5,My family love this tvREAD MORE
4475,5,Connecting sockets like USB  HDMI etc are placed Backside of the TV. it is very difficult to reach when the TV is in a wall-mount position.READ MORE
4476,4,V nc .... Prdt bt blt qty vry puarREAD MORE
4478,4,Wonderful tvJust I love seeing the 4k tvREAD MORE
4479,5,My TV model is oathpro1212....my reviewDisplay....good but over bright in the screenSound.....not  badConnecting....slow but playing online vedios data going too much ...5 minutes playing video is take 400mbOverall ...u r looking for TV only use of setofbox is goodU r like use online don't buy this Overall TV is goodREAD MORE
4480,5,"Super,           Best 4 K Television in this price. Picture  & Sound Quality is also very good.READ MORE"
4481,5,Great Led in This PriceREAD MORE
4482,5,Display problemREAD MORE
4483,5,Exlent product from this low cost...value for money thanks to flipkart...READ MORE
4484,5,Nice productsREAD MORE
4485,5,It's working goodREAD MORE
4488,5,"TV is good, installation very badREAD MORE"
4489,4,"Value for money, superbREAD MORE"
4490,5,"Great product in this price segment,Value for moneyREAD MORE"
4492,4,"Budget TV ,READ MORE"
4495,5,nice product and good clarity in hd.READ MORE
4496,5,Sound quality and video quality are good. Connectivity is also goodREAD MORE
4497,4,Excellent experience....READ MORE
4498,5,This TV Rate is High it should be Around 30 To 32k only... Delivery is Fast but installation very late... Improve your serviceREAD MORE
4499,5,Value for money best in market....READ MORE
4500,4,Sound quality is very bad and pictur clarity is poarREAD MORE
4502,5,"Liked the product, amazing experience.READ MORE"
4503,4,Good for spending moneyREAD MORE
4504,5,So far so good. Working fine.Cost wise it is worth every penny paid.Sharp display n good sound quality. Remote function user friendly.READ MORE
4505,4,"One of the best TV under this price....Best sound Quality, picture quality....READ MORE"
4506,5,An amazing TV.READ MORE
4507,5,Very good product. EnjoyingREAD MORE
4509,5,Some hd videos not playingREAD MORE
4510,5,Worthy product for every buck paid.READ MORE
4511,5,Good tv and value for money...READ MORE
4512,5,Overall satisfied with the product.Thank you Flipkart and Thomson for this wonderful productREAD MORE
4513,5,Very excellent and value for money.READ MORE
4514,5,Quite niceREAD MORE
4517,5,Sound control not goodREAD MORE
4518,4,Picture Quality goodDolby sound not satisfied..READ MORE
4519,5,"Very nice product at this cost, Picture quality is very good, Sound quality is also better.READ MORE"
4521,5,Nice product 👍 Amazing performanceREAD MORE
4524,5,Bad Pictures qualityREAD MORE
4525,5,Best tv for the price rangeREAD MORE
4526,5,Very good tv with superb features..I like itREAD MORE
4527,5,Worthful Nice delivery and installationREAD MORE
4529,5,Nice tv .. if looking for viewing videos and movies then it is best in classREAD MORE
4530,5,"Excellent LED at this price, got 50"" at 25 K INR.  All functions connect and work well. No complains. Brightness is little bit less unlike advertised.READ MORE"
4531,5,Nice product value of money Wifi 5 ghz is missing in 4k tv and remote is in big size and buttons in small size  pressing ok button is dificultREAD MORE
4532,4,Great productREAD MORE
4533,4,"I was not convinced while buying the TV initially, but bought it after my wife was convinced by seeing the reviews, To be honest, this TV is awesomeDisplay is best in segmentSound is decent for a small roomConnectivity is fast and reliable. (My previous tv was JVC which was good but kept on disconnecting from wifi)4K videos are a delight to eye This is the best tv in segmentREAD MORE"
4536,4,It's too good.i have taken for 3 months back.READ MORE
4537,5,Great sound and even better than Sony.READ MORE
4538,5,"TV looks good, but speed is not good as ram is not enoughREAD MORE"
4539,5,Sound quality is not good. Some channels are having high sound and some are less . Panel quality is not so goodREAD MORE
4540,4,"This product had value for money. I used this for about 3 months now. Picture quality is decent and so is the sound. There are not many customisation available for this television like custom brightness, sound equaliser etc. One issue observed was with the remote, where it stopped working after 2 months. I had to initiate a support request, make a video to prove that it is not working and had to courier the remote to Delhi on my expense since there was no support person available to visit hom...READ MORE"
4542,5,I ordered this product after a long research on all possible and major aspects of a TV and this is value for money. I have another TV of Thomson CRT screen worked well and still in working conditions since 20+ years.READ MORE
4543,5,Worth for price.READ MORE
4544,3,"Bought it one month back and completely enjoying and satisfied with the quality of picture, sound, design and connectivity.READ MORE"
4545,4,OsmREAD MORE
4546,5,The TV is goodREAD MORE
4547,5,Good quality of picture and soundREAD MORE
4549,5,"Perfect size for my living room, liked this model and the clarity is just awesome! Getting for this price is worth it! Over all good experience.READ MORE"
4550,5,"We are writing the review almost after 20 days of use. Picture clarity is good. It is value for money. TV looks good. There is scope for improving the sound quality. Chromecast feature is very nice. Product reached near delivery location but took 2 days to delivery. Earlier delivery could be possible. On trying to contact Thomson customer care, they do not have information about the stock availability of TV. HDMI socket and all other sockets should be reachable. They are given to much inside.READ MORE"
4551,5,"I have been using this TV for 2 months, I got feel like it awesome, the connectivity is good and the picture quality is also good, I didn't expect so much but I terribly happy with this product.READ MORE"
4552,5,"1st of all i want to remembered that few people are know that it's a 120 years old Company. It has a a great achievement thats also a big reason why I purchased. About the T.V:-(1) Sound quality is superb. (2) Picture quality is also super-duper.(note:- If you purchase a big screen size then I suggest you to connect the HD Cabel and also HD Channels.) (3) Connectivity is also nice and fast capturing, not any issue with connectivity (4) most important thing that money, I didn't believe th...READ MORE"
4553,5,"First of all received damaged product due to white patches appeared and claimed for replacement and omnitech retailer proceeded for refund and i refused to get the refund because the omnitech seller misguided the replacement policy, even they had available stock they raised for refund. After subsequent communication i got the replacement because i got 43 inch at 20600 through big billion deal. This is the only TV at value for money in the 4K segment. Picture quality is good even at standa...READ MORE"
4554,5,"Brilliant picture and sound quality (Works best with HD & above content with Dolby Audio). It has good connectivity to pair devices. Value for money product. Simple menu options and smart TV navigations makes it easy to use. I will definitely recommend this, If you are in the market for an affordable, capable Ultra HD (4K) TV.READ MORE"
4556,5,Amazing tv for a budget price.. Picture quality is worth mentioning.. A lil improvement in the sound quality and software could have made this absolutely flawless!READ MORE
4557,5,Very good quality nice productI love it ledREAD MORE
4558,5,The delivery was efficient and the installation went really well.  Love the TV.  Picture quality is excellent and the sound is good.  Excellent value for the money.  Very happy with Flipkart and Thomson...good job👌👍❤️READ MORE
4559,5,Best tv in such a affordable price range all aspects are just awesome buy it because thomson is great french company you can always trust Pros1) Low budget2) great pic qualityCons1) take longer time to startREAD MORE
4561,4,Overall worth the money. Happy to purchase it.READ MORE
4562,5,Good Smart TV in given price range.READ MORE
4563,5,Very good overall performanceREAD MORE
4565,5,"Services are extordeny. Thanks to flipcart.Regards...D SRINIVAS,VzmREAD MORE"
4566,4,Very good service by.flipkart for delevary n instolation.t v is a dream tv for all.every thing is perfect n beyond expection.No need to purchase costly brands tv.READ MORE
4568,5,Happy with this television... Value for money 💰READ MORE
4569,4,Good value for money productREAD MORE
4570,4,Nice TV with stunning picture quality. Early days impressions are good. No issues till now.READ MORE
4571,5,This tv doesn't have 3.0 usb portAfter few days remote mic yes not workingREAD MORE
4572,3,Nice ledREAD MORE
4573,5,Good..READ MORE
4574,5,"Nice Pictures , Sound and Coneactivity ...No word to Discribe .......Only One word to says ..... AwesomeThanks to flipkart and ThomsonREAD MORE"
4575,5,Quick delivery and installationREAD MORE
4577,3,Nice tv by thomsonREAD MORE
4578,4,Nice tv good productREAD MORE
4579,5,"I like the tv very much,it's really value for money.can imrove picture quality more.if you can do that I will definitely give five rating for this.READ MORE"
4580,5,Best television at best priceREAD MORE
4581,5,Overall this tv  is a good productREAD MORE
4582,5,Good picture quality n features are goodREAD MORE
4583,5,Good service support by Flipkart / Thomson. They replaced complete unit during return period upon some issues identified by Jeeves. Great Keep it up.READ MORE
4584,4,"Good service. Cheap price thank you flipkart and we inform freinds , nabour, relations etc. Good luckREAD MORE"
4586,5,Nice tv with better built quality n better picture quality with nice sound. Perfect buyREAD MORE
4588,4,Super.READ MORE
4589,5,Best tv thise rengREAD MORE
4590,5,After 15 Days I am writings my review. Excellent Led 4K TV in this price range. I searched a lot before buying it but when I saw many positive feedback on Flipkart..I go for it and realized that It is good decision. Thank you Flipkart.READ MORE
4591,5,Best quality HD googREAD MORE
4592,5,"Very nice product. Picture quality is good, sound is good.. Connectivity is prompt.. Remote has got many functions. Good product for this price.. Go for it.. Don't think twice...READ MORE"
4593,4,Best TvREAD MORE
4594,5,Thomson 43 inch 4k led  oathpro 2000   superb android tv I like this very much picture quality and sound quality also good and Flipkart service also good packing also nice   best feature available in this tv thanks for FlipkartREAD MORE
4595,5,We are happy with the picture quality and TV design.Connectivity is also good.READ MORE
4597,5,no complaints until now. picture quality and sound is fine.READ MORE
4598,5,awsomeREAD MORE
4599,5,Picture quality..super...READ MORE
4602,5,Very nice TV picture quality and sounds goodREAD MORE
4603,5,"Excellent product, in pocket friendly budget. Picture quality is excellent, use jio fiber for 4K videos. Only 120 W power consumption, so don't worry about electric bill. Light weight, u can easily move to other room. Sound quality is good. Use android apps to share mobile screen on TV. Overall I must place this purchase in excellent category.READ MORE"
4604,5,The product is superb. Excellent picture quality is superb sound.READ MORE
4605,5,Performance of the product is excellent and this is best value for money product.READ MORE
4606,4,"TV is really worth the money, TV gives same features as high cost TV in terms of quality wise. Thanks ThomsonREAD MORE"
4608,4,Good but I want to upgrade to 65 inch tvREAD MORE
4609,4,"If you are looking for good performance with lowest price, just go for this. I opt 55inch othpro model and find all things...like picture,sound and connectivity are good. No issue at all.Simply feel great to take call on this LED tv.READ MORE"
4610,5,Best tv in this price .. sound quality is impressive picture quality is excellent ... only 4k videos are stucked sometimes ..READ MORE
4611,5,"I used Thomson CRT TV and with that trust I bought this 55"" LED TV. I believe in ThomsonREAD MORE"
4612,5,I am HappyREAD MORE
4613,4,The picture quality of the television is superb and has fantastic sound clarity. It plays out 4k videos without any problem whatsoever and also screens hdmi connected screens smoothly. Overall experience was really out of the world given the price range it lies in. Very satisfied with the product.READ MORE
4614,5,It's good in quality sound and we can say that its a good product at a less cost but its been 2 months it has hanged 2 to 3 times and the way of connection of sound input has only one option.  But need to say we are happy with the product and its cost.READ MORE
4615,5,"TV picture Quality is very good,Sound is super... Over all expirence is awsome..READ MORE"
4616,4,Very good picture quality and displayDolby is not justified or didn't show the feature but rest of the features are top notch @ this price..READ MORE
4618,5,Very good quality productREAD MORE
4619,5,"VEARY GOOD TV , PITCHER QUALITY IS SOOOO GOOD,DOLBY SOUND IS SOOOOOOOO GOOD, EDGESCREEN IS SUPER LOOKING.TOTALLY VERY GOOD TV GO FOR IT.TQ FLIPCART.READ MORE"
4621,5,good ptvREAD MORE
4622,5,Good product.. I enjoy this beautiful home tvREAD MORE
4623,5,It's working too good and performance was greatREAD MORE
4624,5,"Reserving 1 star because I'm writing this review just few hours after the installation and it might be too soon to comment.This was my first ever 4K TV purchased. So I'm not entirely sure the quality of picture is expected to be this good or is it actually Thomson TV making such a fantastic impression. Nonetheless, I'm extremely satisfied with the picture quality, sound and connectivity. The delivery and installation from Flipkart exceeded expectation after two back to back horrible experienc...READ MORE"
4625,5,"Picture Quality and Sound Is really good,Very good delivery person, supportive and friendly.READ MORE"
4627,5,"Generally I don't write reviews, but this excellent product compelled me to write one. I moved to new place so I sold my last 55 inch tv and got Thompson 55 inch. My last smart TV was of famous brand, with features like 700 nits of brightness,  240 Hertz refresh rate, 55 local dimming zones and double the cost compare to Thompson. But if I compare both hardly there is any difference, so my point is if you don't care for band then this tv is perfect for you. Give this TV HD input and it will n...READ MORE"
4629,4,product is goodREAD MORE
4632,5,It was great 🤠READ MORE
4633,5,Good tv. faster delivery. 1 star less because there is a big scratch on the back side.READ MORE
4634,5,One of the best SMART TV in this price segment and i am happy timely delivered and installed .READ MORE
4636,5,This led is awesome picture quality is just like  sony Sound quality is also too good infact very nice l highly recommend this to buy l think so this is the led l have ever useREAD MORE
4637,4,"Tv,  was nice and reasonable price 😊READ MORE"
4638,5,Good and normalREAD MORE
4639,5,"Awesome feeling with the clarity, and soundREAD MORE"
4640,5,Received few days back  it's a marvelous product in this price rangeREAD MORE
4642,5,Verry good productREAD MORE
4643,5,AFTER TWO MONTHS USED MY DEAR FABULOUS BRILLIANT QUALITY EVERYTHING IS GOING WELL NO DOUBT GO WITH THOMSAN OATHPRO 0101 55 INCH TV MUCH BETTER THAN SAMSUNG SONY LG N ALL__THNX FLIPKART... 🙋‍♂️READ MORE
4644,5,Super and picture quality is very good.I just give it 5 starREAD MORE
4645,5,very good product  and very nice pitcher quality and sound qualityREAD MORE
4646,4,"It's a good product , and most suitable according to price mentioned .READ MORE"
4647,5,This Tv is best.......READ MORE
